Trained_Agent,Equal_Weight
97.31421025349238,100.0
97.963253191355,97.45328309758101
97.92915182216436,96.16205860917879
94.46315196409354,95.91565010869196
91.99921236914577,91.69565705874248
92.26509576583211,89.6509729207549
91.01903589999927,89.74337016834555
91.28106680209832,89.71979151872377
92.34551689419604,90.22966704598755
94.94442664553098,90.9786675976312
97.14383085934297,92.76500071286216
99.79295464366865,95.8138858425883
100.41533370988529,95.0427939797031
102.68529108530402,95.34233574773243
102.28437049868629,97.88970547182659
102.84764893503203,96.68980187314877
103.315033257161,97.59916385680795
102.63792693510803,98.99479847575547
102.31361442727297,98.64592480156543
105.4630714369187,98.17048585515464
105.41369454600824,100.8676617071405
105.68275754022271,100.94681887018419
105.56689974219407,101.23816228072424
105.5197314725645,101.84036646711415
104.16053969679989,100.62295452074464
104.23476604170123,100.2719995657702
103.97456413077578,101.27745735735549
105.21568011764143,100.86158023457558
105.75303677644516,102.10668949935592
105.59030277962378,102.90821537183264
107.08842186057431,103.46481315454278
107.04205751106281,104.57708109717314
108.09223472560434,104.45757280740051
108.18250527175107,104.74240549561775
107.78967970220046,105.33843507415239
108.1262390681185,105.15638659171408
108.3996303996875,104.72924701355065
109.1785611280569,105.2403124441722
110.21639442140314,105.68516157063749
111.17970976279562,107.28837107608639
111.02509722004297,107.4955645918469
111.85199880737188,107.34837958946567
111.18168105328624,108.83029722798626
110.24345816639008,108.57433494206632
110.75584614114844,108.18397481557268
109.43758734677174,109.5233626063577
109.70347769042294,108.06903676318412
109.7513958562643,107.54371878695645
110.56028376575345,107.21672196021082
112.72102543905248,108.49901780161707
112.49262822696085,110.2322930161399
112.75729090373177,110.27091126915185
113.82131818562479,110.49371603962138
113.37794462261056,110.84234214540757
113.70471401832341,108.85629126134558
113.40330572874093,109.22268014023402
113.118378718782,108.83582180581446
113.76908837724496,107.41250782316213
113.6544603937374,107.44815252522177
114.44890286661156,106.66845990785797
112.45321035934244,105.71923337663523
110.93054867643745,104.85741353153752
112.11677677425244,104.94665177126315
111.26593295234103,106.43033918002855
110.23233523131049,105.16864001805438
110.96995406075216,104.42280265547144
111.95036526599976,103.75044126929046
111.96754394696774,104.98499881665398
113.44476992195253,104.79651165443441
111.47059430067193,106.24756304586758
110.58497249690068,105.08351544613986
116.48879691973444,104.54871609088562
118.24643176969444,105.48066199381557
117.83264848411672,106.67077587384253
118.37426612768316,105.5150898862519
119.41016277912105,106.19435128099202
121.11583389196457,106.98911018552396
120.86106369048578,108.4253952456812
122.62688727425477,108.12651149621193
122.78775046427002,109.98323582307809
123.44856642740736,110.8221130357446
124.00968988880868,111.83335079569517
124.39985121306096,112.08028390188886
124.04083261201104,112.31821321704422
124.47502240704868,111.6654499273818
123.68904882988298,111.70506778657096
123.47866441728841,111.02301367909325
123.38527210637123,111.32521957612518
123.2730804865061,111.70169239764427
124.47877184500513,111.85791595281985
122.81127138168483,111.73079256047258
123.0253990954861,109.90899472805124
123.58698910131372,109.18265219007536
124.02245903625135,109.37035284195919
124.24073744686301,109.46182524099224
123.17691360836824,109.80221018507778
124.35362436749698,108.47656807115276
123.91132574590395,109.0357147255897
123.88491020633707,109.11520774041638
125.49549875379998,107.70560831174342
120.5196353545357,108.86141520294265
119.13021622560808,105.46906918769753
120.89629120874133,104.14524304999144
122.41113142072368,106.12878142751582
123.43366163739812,108.0009952603449
123.21010723130084,108.83169919249003
123.71721146482625,109.855787409111
124.66999041681774,109.89334423167176
126.19313717883031,110.36144439079983
129.0272325112491,110.74125768434007
130.56356614177116,112.35959783765126
131.39122521875345,113.25526949154124
131.17662715530426,113.66784141133871
131.9938800277442,113.3860294641052
131.27823117846626,114.05997153339018
132.09645547460903,113.74544167162857
132.3475254263524,114.92202431970861
132.57571711433383,113.37902023555654
131.33674952406562,114.7135170384891
132.64381664515486,113.52312519767526
133.41966526806323,114.06551604045816
133.92895638229123,114.73437925826599
133.71889772842297,115.13846851182713
133.80973373004824,115.86013476721592
134.8786342998812,116.50621016666585
134.72367941331638,117.2872506600811
133.52680318272104,117.95529516503466
134.21827985965533,116.98465544389263
134.91977926598187,117.05172753612202
136.48985813872272,117.91145010815572
136.92026493809186,119.2869167815777
137.60383915590012,118.99673179914726
137.9706309832725,119.30583828544005
139.0110966317254,119.2140305140579
141.67867146980183,119.72002654715662
141.68423287088706,120.37053125607206
141.06292944139153,120.14587145696117
139.83519316984666,119.56989651256475
140.81350587160935,119.61922130140722
140.50246159320926,119.89741850436643
140.38560966014055,119.5420167274671
140.77000535067918,119.29178032809925
139.75841559739592,119.61361940171807
139.00527779309004,118.95107102407691
139.28459517505186,118.88170716832968
139.20586005428243,119.08864576708844
138.73628662044464,119.01456671459201
138.29267917904508,118.41827969660838
140.1669820576239,118.31473715491799
139.7720305269877,118.38229743955085
140.25479704230418,118.32365047373021
139.1358933479601,119.7734074619707
139.37251016687634,119.3911504317463
134.96713061541286,118.7776984839138
137.3563795889606,115.78651774558294
135.998091314046,117.88470742977104
136.55676237716406,116.75932146522594
139.30369345394143,117.38609480170987
139.51322629524418,119.22471586227155
140.0015269924876,119.99733566300984
139.68246042072968,119.58253578814039
141.1000999600412,119.53745788776156
141.99101113896705,120.00412523052255
141.6614125480034,120.89900771333913
140.14228382321875,120.47593358134554
142.22457606792602,119.55342642834579
142.6471255128751,120.93134286552336
142.50156556992349,121.36232842749249
144.39627994587474,120.28092970848543
144.0558795742856,121.58277054855705
143.96701729179694,122.47143249054204
143.81181172155428,122.20367273271492
142.86822736466732,122.7041025894057
142.1220193030897,121.74752867192211
142.4991254154988,121.18989882928098
141.125650396746,121.81929471875907
141.25134631110342,120.57673665189584
140.19820871922482,120.72366764266344
140.93958939267208,120.26313306965541
140.31890771769804,120.4624400923227
141.68463407299922,119.74084079845366
142.07198833874887,123.14527780383791
143.1049354214397,123.98462051994161
143.47301934595876,123.81620878928338
146.76895565923945,125.1626999366826
147.35519470802902,127.07970516998975
147.7646440300672,126.9417363992848
146.72320045398166,126.40561295654076
146.59862990401942,125.82231857970794
146.34217087721527,124.97901684482872
144.04288263886824,124.66043691488167
143.3085272584346,122.99850622549933
143.06151729791387,121.77749131055165
142.0892948275597,120.8669989831461
146.78797937106785,120.44747067237284
146.910530609371,123.35575779197093
146.22829182516847,123.90787038696517
144.1289907518059,122.90877018638881
161.97993100815606,119.8941274431703
158.26244329689993,123.69972759534448
160.7307175312963,120.83622429194371
165.8419341974305,122.89317365192194
166.14548064314872,124.55933448103048
165.86074635266098,125.23472135441533
165.91045545350883,124.65481752911398
166.6186050434986,126.2091619617015
167.30006456963528,127.03049478012643
167.9068459123785,126.92470289584872
168.00723472444463,127.36185761901285
167.91319909790224,127.14461452660237
166.2401615806349,126.9142543445358
162.52424437399443,125.51407403465602
162.97036440655364,123.44633668739895
166.3229060072921,123.92843311569693
167.9616865638024,125.49634876984935
170.4490338529924,126.45498934515565
170.70200988967187,128.39953489288544
170.64747465899424,128.29923326870755
168.78335624821838,128.90985173024046
170.2482434051324,128.3968565551429
174.21526906021393,130.1184703942143
176.01640099160025,130.6885984310257
176.82104537570552,131.00309020510394
178.72081417560707,131.12722242040115
181.41958008392896,132.18832534337758
181.7464208944635,133.2094279658327
181.91914452326495,133.22266978174474
183.54113881227312,132.62473298880684
